formula,original_formula,thermal_expansion,li ion conductivity
Li0.1429As0.0924Ti0.0084P0.1513O0.6050,Li2.8333As1.5As0.3333Ti0.1667P3O12,11.860868,0.007479355463960183
Li0.1429As0.0924Ti0.0084P0.1513O0.6050,Li2.8333As1.8333As0.0Ti0.1667P3O12,11.860868,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As0.0As2.0Ti0.0P3O12,15.206924,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As0.1667As1.8333Ti0.0P3O12,15.206924,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As0.3333As1.6667Ti0.0P3O12,15.206924,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As0.5As1.5Ti0.0P3O12,15.206924,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As0.6667As1.3333Ti0.0P3O12,15.206924,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As0.8333As1.1667Ti0.0P3O12,15.206924,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As1.0As1.0Ti0.0P3O12,15.206924,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As1.1667As0.8333Ti0.0P3O12,15.206924,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As1.3333As0.6667Ti0.0P3O12,15.206924,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As1.5As0.5Ti0.0P3O12,15.206924,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As1.6667As0.3333Ti0.0P3O12,15.206924,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As1.8333As0.1667Ti0.0P3O12,15.206924,
Li0.1500As0.1000Ti0.0000P0.1500O0.6000,Li3.0As2.0As0.0Ti0.0P3O12,15.206924,
Li0.0556As0.0000B0.0000Ti0.1111P0.1667O0.6667,Li1.0As0.0B0.0Ti2.0P3O12,7.7087817,
Li0.0642As0.0000B0.0092Ti0.1009P0.1651O0.6605,Li1.1667As0.0B0.1667Ti1.8333P3O12,7.7087817,
Li0.0642As0.0092B0.0000Ti0.1009P0.1651O0.6605,Li1.1667As0.1667B0.0Ti1.8333P3O12,7.7087817,
Li0.0727As0.0000B0.0182Ti0.0909P0.1636O0.6545,Li1.3333As0.0B0.3333Ti1.6667P3O12,7.7087817,
Li0.0727As0.0182B0.0000Ti0.0909P0.1636O0.6545,Li1.3333As0.3333B0.0Ti1.6667P3O12,7.7087817,
Li0.0811As0.0000B0.0270Ti0.0811P0.1622O0.6486,Li1.5As0.0B0.5Ti1.5P3O12,7.750805,
Li0.0811As0.0090B0.0180Ti0.0811P0.1622O0.6486,Li1.5As0.1667B0.3333Ti1.5P3O12,7.750805,1.7702251924778216
Li0.0811As0.0180B0.0090Ti0.0811P0.1622O0.6486,Li1.5As0.3333B0.1667Ti1.5P3O12,7.750805,3.1183568334720935
Li0.0811As0.0270B0.0000Ti0.0811P0.1622O0.6486,Li1.5As0.5B0.0Ti1.5P3O12,7.750805,
Li0.0893As0.0000B0.0357Ti0.0714P0.1607O0.6429,Li1.6667As0.0B0.6667Ti1.3333P3O12,8.129335,
Li0.0893As0.0089B0.0268Ti0.0714P0.1607O0.6429,Li1.6667As0.1667B0.5Ti1.3333P3O12,8.129335,1.6445932105162833
Li0.0893As0.0268B0.0089Ti0.0714P0.1607O0.6429,Li1.6667As0.5B0.1667Ti1.3333P3O12,8.129335,3.6710374756015
Li0.0893As0.0357B0.0000Ti0.0714P0.1607O0.6429,Li1.6667As0.6667B0.0Ti1.3333P3O12,8.129335,
Li0.0973As0.0000B0.0442Ti0.0619P0.1593O0.6372,Li1.8333As0.0B0.8333Ti1.1667P3O12,8.129335,
Li0.0973As0.0177B0.0265Ti0.0619P0.1593O0.6372,Li1.8333As0.3333B0.5Ti1.1667P3O12,8.129335,2.461186441923017
Li0.0973As0.0265B0.0177Ti0.0619P0.1593O0.6372,Li1.8333As0.5B0.3333Ti1.1667P3O12,8.129335,3.1182763722705222
Li0.0973As0.0442B0.0000Ti0.0619P0.1593O0.6372,Li1.8333As0.8333B0.0Ti1.1667P3O12,8.129335,
Li0.1053As0.0000B0.0526Ti0.0526P0.1579O0.6316,Li2.0As0.0B1.0Ti1.0P3O12,8.129335,
Li0.1053As0.0088B0.0439Ti0.0526P0.1579O0.6316,Li2.0As0.1667B0.8333Ti1.0P3O12,8.129335,1.5372844244741553
Li0.1053As0.0175B0.0351Ti0.0526P0.1579O0.6316,Li2.0As0.3333B0.6667Ti1.0P3O12,8.129335,2.344000419118538
Li0.1053As0.0263B0.0263Ti0.0526P0.1579O0.6316,Li2.0As0.5B0.5Ti1.0P3O12,8.129335,2.863635667127833
Li0.1053As0.0351B0.0175Ti0.0526P0.1579O0.6316,Li2.0As0.6667B0.3333Ti1.0P3O12,8.129335,3.41707078224406
Li0.1053As0.0439B0.0088Ti0.0526P0.1579O0.6316,Li2.0As0.8333B0.1667Ti1.0P3O12,8.129335,4.450410463321834
Li0.1053As0.0526B0.0000Ti0.0526P0.1579O0.6316,Li2.0As1.0B0.0Ti1.0P3O12,8.129335,
Li0.1130As0.0000B0.0609Ti0.0435P0.1565O0.6261,Li2.1667As0.0B1.1667Ti0.8333P3O12,8.129335,
Li0.1130As0.0087B0.0522Ti0.0435P0.1565O0.6261,Li2.1667As0.1667B1.0Ti0.8333P3O12,8.129335,1.0644706784257398
Li0.1130As0.0261B0.0348Ti0.0435P0.1565O0.6261,Li2.1667As0.5B0.6667Ti0.8333P3O12,8.129335,1.2406509887589658
Li0.1130As0.0348B0.0261Ti0.0435P0.1565O0.6261,Li2.1667As0.6667B0.5Ti0.8333P3O12,8.129335,1.3387506231759596
Li0.1130As0.0522B0.0087Ti0.0435P0.1565O0.6261,Li2.1667As1.0B0.1667Ti0.8333P3O12,8.129335,0.32056272334867136
Li0.1130As0.0609B0.0000Ti0.0435P0.1565O0.6261,Li2.1667As1.1667B0.0Ti0.8333P3O12,8.129335,
Li0.1207As0.0000B0.0690Ti0.0345P0.1552O0.6207,Li2.3333As0.0B1.3333Ti0.6667P3O12,8.129335,
Li0.1207As0.0172B0.0517Ti0.0345P0.1552O0.6207,Li2.3333As0.3333B1.0Ti0.6667P3O12,8.129335,1.5436736074973276
Li0.1207As0.0259B0.0431Ti0.0345P0.1552O0.6207,Li2.3333As0.5B0.8333Ti0.6667P3O12,8.129335,1.06777867953884
Li0.1207As0.0431B0.0259Ti0.0345P0.1552O0.6207,Li2.3333As0.8333B0.5Ti0.6667P3O12,8.129335,1.2290480242736272
Li0.1207As0.0517B0.0172Ti0.0345P0.1552O0.6207,Li2.3333As1.0B0.3333Ti0.6667P3O12,8.129335,0.5383991604480775
Li0.1207As0.0690B0.0000Ti0.0345P0.1552O0.6207,Li2.3333As1.3333B0.0Ti0.6667P3O12,8.129335,
Li0.1282As0.0000B0.0769Ti0.0256P0.1538O0.6154,Li2.5As0.0B1.5Ti0.5P3O12,8.129335,
Li0.1282As0.0085B0.0684Ti0.0256P0.1538O0.6154,Li2.5As0.1667B1.3333Ti0.5P3O12,8.129335,1.2569480021020354
Li0.1282As0.0171B0.0598Ti0.0256P0.1538O0.6154,Li2.5As0.3333B1.1667Ti0.5P3O12,8.129335,1.6903478439485011
Li0.1282As0.0256B0.0513Ti0.0256P0.1538O0.6154,Li2.5As0.5B1.0Ti0.5P3O12,8.129335,1.891559226453378
Li0.1282As0.0342B0.0427Ti0.0256P0.1538O0.6154,Li2.5As0.6667B0.8333Ti0.5P3O12,8.129335,0.9376060219057585
Li0.1282As0.0427B0.0342Ti0.0256P0.1538O0.6154,Li2.5As0.8333B0.6667Ti0.5P3O12,8.129335,1.0113503940209616
Li0.1282As0.0513B0.0256Ti0.0256P0.1538O0.6154,Li2.5As1.0B0.5Ti0.5P3O12,8.129335,0.7883840220927234
Li0.1282As0.0598B0.0171Ti0.0256P0.1538O0.6154,Li2.5As1.1667B0.3333Ti0.5P3O12,8.129335,0.6254620889589249
Li0.1282As0.0684B0.0085Ti0.0256P0.1538O0.6154,Li2.5As1.3333B0.1667Ti0.5P3O12,8.129335,0.3943929526555255
Li0.1282As0.0769B0.0000Ti0.0256P0.1538O0.6154,Li2.5As1.5B0.0Ti0.5P3O12,8.129335,
Li0.1356As0.0000B0.0847Ti0.0169P0.1525O0.6102,Li2.6667As0.0B1.6667Ti0.3333P3O12,8.129335,
Li0.1356As0.0085B0.0763Ti0.0169P0.1525O0.6102,Li2.6667As0.1667B1.5Ti0.3333P3O12,8.129335,1.437356184661648
Li0.1356As0.0254B0.0593Ti0.0169P0.1525O0.6102,Li2.6667As0.5B1.1667Ti0.3333P3O12,8.129335,2.174595585175814
Li0.1356As0.0339B0.0508Ti0.0169P0.1525O0.6102,Li2.6667As0.6667B1.0Ti0.3333P3O12,8.129335,2.2954431801350257
Li0.1356As0.0508B0.0339Ti0.0169P0.1525O0.6102,Li2.6667As1.0B0.6667Ti0.3333P3O12,8.129335,1.1401475543114574
Li0.1356As0.0593B0.0254Ti0.0169P0.1525O0.6102,Li2.6667As1.1667B0.5Ti0.3333P3O12,8.129335,0.9957347711582354
Li0.1356As0.0763B0.0085Ti0.0169P0.1525O0.6102,Li2.6667As1.5B0.1667Ti0.3333P3O12,8.129335,0.48610720034067895
Li0.1356As0.0847B0.0000Ti0.0169P0.1525O0.6102,Li2.6667As1.6667B0.0Ti0.3333P3O12,8.129335,
Li0.1429As0.0000B0.0924Ti0.0084P0.1513O0.6050,Li2.8333As0.0B1.8333Ti0.1667P3O12,11.860868,
Li0.1429As0.0168B0.0756Ti0.0084P0.1513O0.6050,Li2.8333As0.3333B1.5Ti0.1667P3O12,11.860868,2.472404776813906
Li0.1429As0.0252B0.0672Ti0.0084P0.1513O0.6050,Li2.8333As0.5B1.3333Ti0.1667P3O12,11.860868,2.8015303067825923
Li0.1429As0.0420B0.0504Ti0.0084P0.1513O0.6050,Li2.8333As0.8333B1.0Ti0.1667P3O12,11.860868,2.9569422179797558
Li0.1429As0.0504B0.0420Ti0.0084P0.1513O0.6050,Li2.8333As1.0B0.8333Ti0.1667P3O12,11.860868,1.8426833682841048
Li0.1429As0.0672B0.0252Ti0.0084P0.1513O0.6050,Li2.8333As1.3333B0.5Ti0.1667P3O12,11.860868,1.455850208522783
Li0.1429As0.0756B0.0168Ti0.0084P0.1513O0.6050,Li2.8333As1.5B0.3333Ti0.1667P3O12,11.860868,1.1292222738624849
Li0.1429As0.0924B0.0000Ti0.0084P0.1513O0.6050,Li2.8333As1.8333B0.0Ti0.1667P3O12,11.860868,
Li0.1500As0.0000B0.1000Ti0.0000P0.1500O0.6000,Li3.0As0.0B2.0Ti0.0P3O12,15.206924,
Li0.1500As0.0083B0.0917Ti0.0000P0.1500O0.6000,Li3.0As0.1667B1.8333Ti0.0P3O12,15.206924,
Li0.1500As0.0167B0.0833Ti0.0000P0.1500O0.6000,Li3.0As0.3333B1.6667Ti0.0P3O12,15.206924,
Li0.1500As0.0250B0.0750Ti0.0000P0.1500O0.6000,Li3.0As0.5B1.5Ti0.0P3O12,15.206924,
Li0.1500As0.0333B0.0667Ti0.0000P0.1500O0.6000,Li3.0As0.6667B1.3333Ti0.0P3O12,15.206924,
Li0.1500As0.0417B0.0583Ti0.0000P0.1500O0.6000,Li3.0As0.8333B1.1667Ti0.0P3O12,15.206924,
Li0.1500As0.0500B0.0500Ti0.0000P0.1500O0.6000,Li3.0As1.0B1.0Ti0.0P3O12,15.206924,
Li0.1500As0.0583B0.0417Ti0.0000P0.1500O0.6000,Li3.0As1.1667B0.8333Ti0.0P3O12,15.206924,
Li0.1500As0.0667B0.0333Ti0.0000P0.1500O0.6000,Li3.0As1.3333B0.6667Ti0.0P3O12,15.206924,
Li0.1500As0.0750B0.0250Ti0.0000P0.1500O0.6000,Li3.0As1.5B0.5Ti0.0P3O12,15.206924,
Li0.1500As0.0833B0.0167Ti0.0000P0.1500O0.6000,Li3.0As1.6667B0.3333Ti0.0P3O12,15.206924,
Li0.1500As0.0917B0.0083Ti0.0000P0.1500O0.6000,Li3.0As1.8333B0.1667Ti0.0P3O12,15.206924,
Li0.1500As0.1000B0.0000Ti0.0000P0.1500O0.6000,Li3.0As2.0B0.0Ti0.0P3O12,15.206924,
Li0.0556As0.0000Co0.0000Ti0.1111P0.1667O0.6667,Li1.0As0.0Co0.0Ti2.0P3O12,7.7087817,
Li0.0642As0.0000Co0.0092Ti0.1009P0.1651O0.6605,Li1.1667As0.0Co0.1667Ti1.8333P3O12,7.7087817,
Li0.0642As0.0092Co0.0000Ti0.1009P0.1651O0.6605,Li1.1667As0.1667Co0.0Ti1.8333P3O12,7.7087817,
Li0.0727As0.0000Co0.0182Ti0.0909P0.1636O0.6545,Li1.3333As0.0Co0.3333Ti1.6667P3O12,7.7087817,
Li0.0727As0.0182Co0.0000Ti0.0909P0.1636O0.6545,Li1.3333As0.3333Co0.0Ti1.6667P3O12,7.7087817,
Li0.0811As0.0000Co0.0270Ti0.0811P0.1622O0.6486,Li1.5As0.0Co0.5Ti1.5P3O12,7.750805,
Li0.0811As0.0090Co0.0180Ti0.0811P0.1622O0.6486,Li1.5As0.1667Co0.3333Ti1.5P3O12,7.750805,0.7327553567542331
Li0.0811As0.0180Co0.0090Ti0.0811P0.1622O0.6486,Li1.5As0.3333Co0.1667Ti1.5P3O12,7.750805,1.1217251700886486
Li0.0811As0.0270Co0.0000Ti0.0811P0.1622O0.6486,Li1.5As0.5Co0.0Ti1.5P3O12,7.750805,
Li0.0893As0.0000Co0.0357Ti0.0714P0.1607O0.6429,Li1.6667As0.0Co0.6667Ti1.3333P3O12,8.129335,
Li0.0893As0.0089Co0.0268Ti0.0714P0.1607O0.6429,Li1.6667As0.1667Co0.5Ti1.3333P3O12,8.129335,0.6602198217595523
Li0.0893As0.0268Co0.0089Ti0.0714P0.1607O0.6429,Li1.6667As0.5Co0.1667Ti1.3333P3O12,8.129335,1.1550330572745358
Li0.0893As0.0357Co0.0000Ti0.0714P0.1607O0.6429,Li1.6667As0.6667Co0.0Ti1.3333P3O12,8.129335,
Li0.0973As0.0000Co0.0442Ti0.0619P0.1593O0.6372,Li1.8333As0.0Co0.8333Ti1.1667P3O12,8.147218,
Li0.0973As0.0177Co0.0265Ti0.0619P0.1593O0.6372,Li1.8333As0.3333Co0.5Ti1.1667P3O12,8.129335,0.8142111360976364
Li0.0973As0.0265Co0.0177Ti0.0619P0.1593O0.6372,Li1.8333As0.5Co0.3333Ti1.1667P3O12,8.129335,0.932184192249737
Li0.0973As0.0442Co0.0000Ti0.0619P0.1593O0.6372,Li1.8333As0.8333Co0.0Ti1.1667P3O12,8.129335,
Li0.1053As0.0000Co0.0526Ti0.0526P0.1579O0.6316,Li2.0As0.0Co1.0Ti1.0P3O12,8.147218,
Li0.1053As0.0088Co0.0439Ti0.0526P0.1579O0.6316,Li2.0As0.1667Co0.8333Ti1.0P3O12,8.147218,0.5724309315372038
Li0.1053As0.0175Co0.0351Ti0.0526P0.1579O0.6316,Li2.0As0.3333Co0.6667Ti1.0P3O12,8.129335,0.7431493580930748
Li0.1053As0.0263Co0.0263Ti0.0526P0.1579O0.6316,Li2.0As0.5Co0.5Ti1.0P3O12,8.129335,0.8269309808221517
Li0.1053As0.0351Co0.0175Ti0.0526P0.1579O0.6316,Li2.0As0.6667Co0.3333Ti1.0P3O12,8.129335,0.9093746782367698
Li0.1053As0.0439Co0.0088Ti0.0526P0.1579O0.6316,Li2.0As0.8333Co0.1667Ti1.0P3O12,8.129335,1.0886836783887361
Li0.1053As0.0526Co0.0000Ti0.0526P0.1579O0.6316,Li2.0As1.0Co0.0Ti1.0P3O12,8.129335,
Li0.1130As0.0000Co0.0609Ti0.0435P0.1565O0.6261,Li2.1667As0.0Co1.1667Ti0.8333P3O12,8.147218,
Li0.1130As0.0087Co0.0522Ti0.0435P0.1565O0.6261,Li2.1667As0.1667Co1.0Ti0.8333P3O12,8.147218,0.5481639073785757
Li0.1130As0.0261Co0.0348Ti0.0435P0.1565O0.6261,Li2.1667As0.5Co0.6667Ti0.8333P3O12,8.129335,0.0006983257186909044
Li0.1130As0.0348Co0.0261Ti0.0435P0.1565O0.6261,Li2.1667As0.6667Co0.5Ti0.8333P3O12,8.129335,0.0007584212082973372
Li0.1130As0.0522Co0.0087Ti0.0435P0.1565O0.6261,Li2.1667As1.0Co0.1667Ti0.8333P3O12,8.129335,0.09060404727348116
Li0.1130As0.0609Co0.0000Ti0.0435P0.1565O0.6261,Li2.1667As1.1667Co0.0Ti0.8333P3O12,8.129335,
Li0.1207As0.0000Co0.0690Ti0.0345P0.1552O0.6207,Li2.3333As0.0Co1.3333Ti0.6667P3O12,8.147218,
Li0.1207As0.0172Co0.0517Ti0.0345P0.1552O0.6207,Li2.3333As0.3333Co1.0Ti0.6667P3O12,8.147218,0.7199825621113808
Li0.1207As0.0259Co0.0431Ti0.0345P0.1552O0.6207,Li2.3333As0.5Co0.8333Ti0.6667P3O12,8.147218,0.000458701853487943
Li0.1207As0.0431Co0.0259Ti0.0345P0.1552O0.6207,Li2.3333As0.8333Co0.5Ti0.6667P3O12,8.129335,0.0005291309852262942
Li0.1207As0.0517Co0.0172Ti0.0345P0.1552O0.6207,Li2.3333As1.0Co0.3333Ti0.6667P3O12,8.129335,0.15525838310051218
Li0.1207As0.0690Co0.0000Ti0.0345P0.1552O0.6207,Li2.3333As1.3333Co0.0Ti0.6667P3O12,8.129335,
Li0.1282As0.0000Co0.0769Ti0.0256P0.1538O0.6154,Li2.5As0.0Co1.5Ti0.5P3O12,8.147218,
Li0.1282As0.0085Co0.0684Ti0.0256P0.1538O0.6154,Li2.5As0.1667Co1.3333Ti0.5P3O12,8.147218,0.62461215013876
Li0.1282As0.0171Co0.0598Ti0.0256P0.1538O0.6154,Li2.5As0.3333Co1.1667Ti0.5P3O12,8.147218,0.7807193025144664
Li0.1282As0.0256Co0.0513Ti0.0256P0.1538O0.6154,Li2.5As0.5Co1.0Ti0.5P3O12,8.147218,0.8245470077766321
Li0.1282As0.0342Co0.0427Ti0.0256P0.1538O0.6154,Li2.5As0.6667Co0.8333Ti0.5P3O12,8.147218,0.0002916960404854073
Li0.1282As0.0427Co0.0342Ti0.0256P0.1538O0.6154,Li2.5As0.8333Co0.6667Ti0.5P3O12,8.129335,0.0003101933349527329
Li0.1282As0.0513Co0.0256Ti0.0256P0.1538O0.6154,Li2.5As1.0Co0.5Ti0.5P3O12,8.129335,0.21553688647904587
Li0.1282As0.0598Co0.0171Ti0.0256P0.1538O0.6154,Li2.5As1.1667Co0.3333Ti0.5P3O12,8.129335,0.16877561687095846
Li0.1282As0.0684Co0.0085Ti0.0256P0.1538O0.6154,Li2.5As1.3333Co0.1667Ti0.5P3O12,8.129335,0.10522993714752142
Li0.1282As0.0769Co0.0000Ti0.0256P0.1538O0.6154,Li2.5As1.5Co0.0Ti0.5P3O12,8.129335,
Li0.1356As0.0000Co0.0847Ti0.0169P0.1525O0.6102,Li2.6667As0.0Co1.6667Ti0.3333P3O12,8.147218,
Li0.1356As0.0085Co0.0763Ti0.0169P0.1525O0.6102,Li2.6667As0.1667Co1.5Ti0.3333P3O12,8.147218,0.6968333378792999
Li0.1356As0.0254Co0.0593Ti0.0169P0.1525O0.6102,Li2.6667As0.5Co1.1667Ti0.3333P3O12,8.147218,0.9404929231530169
Li0.1356As0.0339Co0.0508Ti0.0169P0.1525O0.6102,Li2.6667As0.6667Co1.0Ti0.3333P3O12,8.147218,0.9569170659697708
Li0.1356As0.0508Co0.0339Ti0.0169P0.1525O0.6102,Li2.6667As1.0Co0.6667Ti0.3333P3O12,8.129335,0.2762559228845739
Li0.1356As0.0593Co0.0254Ti0.0169P0.1525O0.6102,Li2.6667As1.1667Co0.5Ti0.3333P3O12,8.129335,0.23962893136337343
Li0.1356As0.0763Co0.0085Ti0.0169P0.1525O0.6102,Li2.6667As1.5Co0.1667Ti0.3333P3O12,8.129335,0.12077648165363372
Li0.1356As0.0847Co0.0000Ti0.0169P0.1525O0.6102,Li2.6667As1.6667Co0.0Ti0.3333P3O12,8.129335,
Li0.1429As0.0000Co0.0924Ti0.0084P0.1513O0.6050,Li2.8333As0.0Co1.8333Ti0.1667P3O12,11.87875,
Li0.1429As0.0168Co0.0756Ti0.0084P0.1513O0.6050,Li2.8333As0.3333Co1.5Ti0.1667P3O12,11.87875,1.0999163632175635
Li0.1429As0.0252Co0.0672Ti0.0084P0.1513O0.6050,Li2.8333As0.5Co1.3333Ti0.1667P3O12,11.87875,1.1827472610412624
Li0.1429As0.0420Co0.0504Ti0.0084P0.1513O0.6050,Li2.8333As0.8333Co1.0Ti0.1667P3O12,11.87875,1.2453594310599971
Li0.1429As0.0504Co0.0420Ti0.0084P0.1513O0.6050,Li2.8333As1.0Co0.8333Ti0.1667P3O12,11.87875,0.3424921044087359
Li0.1429As0.0672Co0.0252Ti0.0084P0.1513O0.6050,Li2.8333As1.3333Co0.5Ti0.1667P3O12,11.860868,0.28562454593178366
Li0.1429As0.0756Co0.0168Ti0.0084P0.1513O0.6050,Li2.8333As1.5Co0.3333Ti0.1667P3O12,11.860868,0.23170664986322742
Li0.1429As0.0924Co0.0000Ti0.0084P0.1513O0.6050,Li2.8333As1.8333Co0.0Ti0.1667P3O12,11.860868,
Li0.1500As0.0000Co0.1000Ti0.0000P0.1500O0.6000,Li3.0As0.0Co2.0Ti0.0P3O12,15.21023,
Li0.1500As0.0083Co0.0917Ti0.0000P0.1500O0.6000,Li3.0As0.1667Co1.8333Ti0.0P3O12,15.224806,
Li0.1500As0.0167Co0.0833Ti0.0000P0.1500O0.6000,Li3.0As0.3333Co1.6667Ti0.0P3O12,15.224806,
Li0.1500As0.0250Co0.0750Ti0.0000P0.1500O0.6000,Li3.0As0.5Co1.5Ti0.0P3O12,15.224806,
Li0.1500As0.0333Co0.0667Ti0.0000P0.1500O0.6000,Li3.0As0.6667Co1.3333Ti0.0P3O12,15.224806,
Li0.1500As0.0417Co0.0583Ti0.0000P0.1500O0.6000,Li3.0As0.8333Co1.1667Ti0.0P3O12,15.224806,
Li0.1500As0.0500Co0.0500Ti0.0000P0.1500O0.6000,Li3.0As1.0Co1.0Ti0.0P3O12,15.224806,
Li0.1500As0.0583Co0.0417Ti0.0000P0.1500O0.6000,Li3.0As1.1667Co0.8333Ti0.0P3O12,15.224806,
Li0.1500As0.0667Co0.0333Ti0.0000P0.1500O0.6000,Li3.0As1.3333Co0.6667Ti0.0P3O12,15.206924,
Li0.1500As0.0750Co0.0250Ti0.0000P0.1500O0.6000,Li3.0As1.5Co0.5Ti0.0P3O12,15.206924,
Li0.1500As0.0833Co0.0167Ti0.0000P0.1500O0.6000,Li3.0As1.6667Co0.3333Ti0.0P3O12,15.206924,
Li0.1500As0.0917Co0.0083Ti0.0000P0.1500O0.6000,Li3.0As1.8333Co0.1667Ti0.0P3O12,15.206924,
Li0.1500As0.1000Co0.0000Ti0.0000P0.1500O0.6000,Li3.0As2.0Co0.0Ti0.0P3O12,15.206924,
Li0.0556As0.0000Cr0.0000Ti0.1111P0.1667O0.6667,Li1.0As0.0Cr0.0Ti2.0P3O12,7.7087817,
Li0.0642As0.0000Cr0.0092Ti0.1009P0.1651O0.6605,Li1.1667As0.0Cr0.1667Ti1.8333P3O12,7.7087817,
Li0.0642As0.0092Cr0.0000Ti0.1009P0.1651O0.6605,Li1.1667As0.1667Cr0.0Ti1.8333P3O12,7.7087817,
Li0.0727As0.0000Cr0.0182Ti0.0909P0.1636O0.6545,Li1.3333As0.0Cr0.3333Ti1.6667P3O12,7.7087817,
Li0.0727As0.0182Cr0.0000Ti0.0909P0.1636O0.6545,Li1.3333As0.3333Cr0.0Ti1.6667P3O12,7.7087817,
Li0.0811As0.0000Cr0.0270Ti0.0811P0.1622O0.6486,Li1.5As0.0Cr0.5Ti1.5P3O12,7.750805,
Li0.0811As0.0090Cr0.0180Ti0.0811P0.1622O0.6486,Li1.5As0.1667Cr0.3333Ti1.5P3O12,7.750805,0.5372866045266953
Li0.0811As0.0180Cr0.0090Ti0.0811P0.1622O0.6486,Li1.5As0.3333Cr0.1667Ti1.5P3O12,7.750805,0.8079857622243802
Li0.0811As0.0270Cr0.0000Ti0.0811P0.1622O0.6486,Li1.5As0.5Cr0.0Ti1.5P3O12,7.750805,
Li0.0893As0.0000Cr0.0357Ti0.0714P0.1607O0.6429,Li1.6667As0.0Cr0.6667Ti1.3333P3O12,8.129335,
Li0.0893As0.0089Cr0.0268Ti0.0714P0.1607O0.6429,Li1.6667As0.1667Cr0.5Ti1.3333P3O12,8.129335,0.4786054668329581
Li0.0893As0.0268Cr0.0089Ti0.0714P0.1607O0.6429,Li1.6667As0.5Cr0.1667Ti1.3333P3O12,8.129335,0.8510648127618775
Li0.0893As0.0357Cr0.0000Ti0.0714P0.1607O0.6429,Li1.6667As0.6667Cr0.0Ti1.3333P3O12,8.129335,
Li0.0973As0.0000Cr0.0442Ti0.0619P0.1593O0.6372,Li1.8333As0.0Cr0.8333Ti1.1667P3O12,7.845156,
Li0.0973As0.0177Cr0.0265Ti0.0619P0.1593O0.6372,Li1.8333As0.3333Cr0.5Ti1.1667P3O12,8.129335,0.6068022731024557
Li0.0973As0.0265Cr0.0177Ti0.0619P0.1593O0.6372,Li1.8333As0.5Cr0.3333Ti1.1667P3O12,8.129335,0.7240886766403182
Li0.0973As0.0442Cr0.0000Ti0.0619P0.1593O0.6372,Li1.8333As0.8333Cr0.0Ti1.1667P3O12,8.129335,
Li0.1053As0.0000Cr0.0526Ti0.0526P0.1579O0.6316,Li2.0As0.0Cr1.0Ti1.0P3O12,7.845156,
Li0.1053As0.0088Cr0.0439Ti0.0526P0.1579O0.6316,Li2.0As0.1667Cr0.8333Ti1.0P3O12,7.845156,0.4217134038844324
Li0.1053As0.0175Cr0.0351Ti0.0526P0.1579O0.6316,Li2.0As0.3333Cr0.6667Ti1.0P3O12,8.129335,0.5623938087488329
Li0.1053As0.0263Cr0.0263Ti0.0526P0.1579O0.6316,Li2.0As0.5Cr0.5Ti1.0P3O12,8.129335,0.6407956309572712
Li0.1053As0.0351Cr0.0175Ti0.0526P0.1579O0.6316,Li2.0As0.6667Cr0.3333Ti1.0P3O12,8.129335,0.723038819635858
Li0.1053As0.0439Cr0.0088Ti0.0526P0.1579O0.6316,Li2.0As0.8333Cr0.1667Ti1.0P3O12,8.129335,0.8507821940253151
Li0.1053As0.0526Cr0.0000Ti0.0526P0.1579O0.6316,Li2.0As1.0Cr0.0Ti1.0P3O12,8.129335,
Li0.1130As0.0000Cr0.0609Ti0.0435P0.1565O0.6261,Li2.1667As0.0Cr1.1667Ti0.8333P3O12,13.286617,
Li0.1130As0.0087Cr0.0522Ti0.0435P0.1565O0.6261,Li2.1667As0.1667Cr1.0Ti0.8333P3O12,7.845156,0.6117418117920556
Li0.1130As0.0261Cr0.0348Ti0.0435P0.1565O0.6261,Li2.1667As0.5Cr0.6667Ti0.8333P3O12,8.129335,0.004695608660993788
Li0.1130As0.0348Cr0.0261Ti0.0435P0.1565O0.6261,Li2.1667As0.6667Cr0.5Ti0.8333P3O12,8.129335,0.0049225395822980475
Li0.1130As0.0522Cr0.0087Ti0.0435P0.1565O0.6261,Li2.1667As1.0Cr0.1667Ti0.8333P3O12,8.129335,0.025854358113087332
Li0.1130As0.0609Cr0.0000Ti0.0435P0.1565O0.6261,Li2.1667As1.1667Cr0.0Ti0.8333P3O12,8.129335,
Li0.1207As0.0000Cr0.0690Ti0.0345P0.1552O0.6207,Li2.3333As0.0Cr1.3333Ti0.6667P3O12,13.286617,
