trainset real,trainset predict
4.933333333,8.387156014905388
12.8,12.807142857142859
0.497,0.9199285714285715
14.0,12.248023809523811
13.8,13.414714285714288
16.97,15.26142857142857
15.8,16.039285714285718
1.02,-0.0285714285714285
19.07,9.885714285714288
-6.0,-5.6257142857142854
11.6,12.579999999999997
4.6,4.585714285714286
15.8,15.28809523809524
16.5,17.32185714285714
-10.77,-7.702928571428572
18.1,17.92692982456015
0.2,-0.09285714285714297
21.0,20.687571428571427
6.02,6.022857142857141
17.6,18.39685714285714
8.98,4.962142857142859
19.2,19.338142857142856
24.8,21.41471428571429
12.7,12.995501253131577
11.0,10.905539682547621
11.4,11.564285714285717
12.1,12.670714285714284
-16.86666667,-7.892119049761907
25.1,24.895714285714288
16.0,14.485547619047619
-0.4,1.2177142857142857
6.74,6.840499999999999
23.1,22.414714285714286
4.9,7.097619047619049
12.9,12.957142857142857
5.47,4.694523809523809
16.8,18.23614285714286
12.5,14.485547619047619
18.23,9.355571428571432
23.5,22.609
-1.47,-1.8432857142857142
19.0,17.99857142857143
4.5,4.692678571428571
-4.0,-4.284285714285714
15.6,15.77185714285714
16.8,15.909952380952381
8.8,5.219207142857143
15.3,16.264714285714287
18.5,19.151857142857143
0.0,0.3171428571428571
5.47,7.194285714285713
4.3,6.379761904761905
10.48,10.385000000000002
17.5,16.7
15.0,8.165535714285715
11.8,12.100000000000003
0.0719,-0.28828571428571426
11.4,10.752644110274437
16.0,15.657571428571428
10.0,6.429285714285714
14.4,17.183392857142856
13.0,14.23692982456015
16.4,15.628571428571432
19.0,18.6125
14.9,14.485547619047619
5.76,4.665714285714285
10.0,9.137857142857143
4.233333333,5.043259523580951
10.8,11.878571428571428
-5.0,-4.427142857142857
13.4,13.335714285714287
-4.0,-1.6057142857142856
3.81,3.4742857142857146
5.733,6.675656349354761
6.04,6.03857142857143
10.0,10.274642857142856
-2.02,0.9878571428571432
-13.41,-3.6135714285714293
8.566666667,6.675656349354761
13.7,14.571428571428571
-0.794,-1.1212857142857147
-3.1,-1.0114285714285713
17.1,11.547857142857142
20.7,20.32428571428571
-5.0,-1.8914285714285715
15.9,15.78571428571429
0.52,-1.8862857142857143
9.11,9.472142857142858
11.1,11.770714285714282
12.0,12.421428571428573
22.99,21.616929824560152
13.4,14.571428571428573
0.4,-1.2428571428571427
20.1,19.862215538845867
0.4,2.836190475714285
8.7,10.524523809523808
27.1,24.779000000000003
14.7,14.957142857142856
11.9,13.917857142857144
-5.0,-5.202857142857143
24.1,23.223285714285716
13.6,12.013571428571428
-12.0,-9.528333333571428
15.6,15.507142857142854
18.2,16.645238095238092
19.75,19.389285714285712
11.33,11.814786967417295
3.33,2.864
19.1,19.593285714285713
18.7,18.570666666666664
0.16,0.8571428571428573
17.6,18.570666666666664
11.37,13.69264285714286
4.7,6.276190476214286
2.201,2.8301726190476195
13.9,15.091857142857142
-16.0,-9.712571428571426
13.3,13.328571428571433
17.2,18.53928571428571
-13.06666667,-8.876190478571429
-0.761,2.254928571428571
12.4,12.844642857142858
5.89,5.9192857142857145
1.5,1.4592857142857143
12.0,12.593285714285713
1.51,1.1514285714285715
17.5,16.134786967417295
21.3,17.54285714285714
-14.4,-8.999357142857145
2.892,2.8301726190476195
21.0,21.236142857142855
10.2,6.455238095238095
16.1,15.792857142857141
5.5,5.383571428571429
14.1,15.817142857142855
-1.0,-0.04071428571428574
9.2,8.359523809523811
7.9,8.844357142857143
0.06,-2.189142857142857
10.5,12.55042857142857
8.4,7.097619047619049
6.02,6.022857142857141
-8.1,-8.17
0.234,-0.0775714285714286
24.7,22.508999999999997
-5.2,4.00692982456015
12.5,12.866929824560149
9.7,5.0842857142857145
-6.0,-5.1225000000000005
12.86,13.135357142857146
12.3,12.48214285714286
21.6,19.77857142857143
-0.07,-2.332380952857143
9.84,10.168358395988724
-1.0,0.036428571428571414
13.3,13.400428571428574
15.3,16.264714285714287
-1.0,-1.0314285714285716
6.23,5.890809523809525
11.7,13.14285714285714
3.79,2.8107142857142855
12.7,12.664714285714284
11.35,10.721428571428572
14.0,9.051428571428572
20.4,18.514285714285712
11.98,11.875714285714285
11.83,11.981929824560153
1.02,-0.0285714285714285
21.4,20.50742857142857
9.84,10.168358395988724
12.51,12.838214285714287
20.27,20.232857142857146
21.33,19.599285714285713
17.43,14.579928571428576
21.2,20.975714285714282
-9.0,-6.059285714285715
7.3,6.276190476214286
20.12,19.06857142857143
4.55,4.5578571428571415
-0.02,-0.7007142857142856
19.2,19.852644110274433
10.3,8.513571428571428
6.0,1.9167857142857143
11.3,11.943285714285716
0.045,-0.10743571428571423
12.2,12.527857142857144
10.9,12.202571428571432
20.62,20.608857142857143
6.04,6.03857142857143
13.3,14.358571428571432
10.9,11.86357142857143
-3.24,-3.407571428571429
14.0,15.314285714285715
-1.66,0.7302976188095237
4.56,4.560714285714285
-5.4,-1.6500000000000001
-8.0,-6.267142857142858
0.1281,1.5315499999999997
4.81,4.758571428571429
14.6,14.545071428571424
-13.0,-8.402857142857142
6.98,5.553595238095239
11.9,13.455428571428572
15.8,15.710357142857147
19.95,17.183392857142856
29.1,22.653571428571432
20.0,19.525428571428574
14.8,14.929000000000002
19.69,18.27357142857143
12.1,12.80757142857143
23.9,23.87328571428571
14.8,15.400000000000004
11.2,11.442857142857141
12.9,13.40757142857143
13.7,13.966499999999996
-4.47,-3.380714285714285
1.3,2.624523809523809
20.18,19.57357142857143
10.8,6.630000000000001
10.9,10.966428571428574
13.729,10.27742857142857
2.59,9.849286967393484
16.8,13.69264285714286
14.33,11.54166666664286
-3.0,-0.8042857142857143
19.6,18.685
25.5,9.849286967393484
13.7,13.492857142857144
-5.0,-4.4399999999999995
6.3,6.379761904761905
13.5,13.542857142857143
14.5,15.091857142857142
12.5,13.464714285714283
-5.0,-3.9635714285714285
11.8,11.40952380952381
7.8,8.56142857142857
15.0,9.74
-15.2,-6.300000000000002
17.72,18.63335839598872
15.6,16.92142857142857
14.6,14.485547619047619
10.8,10.302928571428572
9.0,7.852678571428571
20.9,20.82857142857143
7.65,8.92696825397619
4.3,3.5616666664285708
5.93,6.419285714285714
-5.0,-2.8621428571428575
17.4,15.147142857142859
10.4,10.35464285714286
20.3,19.73614285714286
27.1,25.350428571428573
1.0,9.849286967393484
13.4,13.443285714285718
-6.69,-2.6067142857142858
20.2,19.72285714285714
14.55,11.855810776941103
10.52,10.618571428571428
17.5,16.264714285714287
21.38,18.63692982456015
-0.673,4.4008822054411025
16.3,16.080952380952386
2.0,1.5
-1.2,-0.18285714285714283
-1.0,-1.2885714285714285
19.5,19.183142857142855
20.44,19.274285714285718
-16.5,-9.258071428571428
7.0,8.702644110274436
27.2,25.532142857142855
7.02,6.949047619047618
-2.76,-2.6028571428571423
-9.02,-7.362278571428569
12.6,13.42185714285714
-7.56,-1.0628571428571425
